iter	RMSE
0	0.1467548376
1	0.1301362101
2	0.1162306412
3	0.1045512974
4	0.09495075647
5	0.08702380747
6	0.08056186129
7	0.07532862505
8	0.07122826845
9	0.06793645844
10	0.06531757414
11	0.06330629788
12	0.06169861808
13	0.06049328516
14	0.05960207373
15	0.05888655556
16	0.0583347564
17	0.05791619683
18	0.05759575873
19	0.05734577748
20	0.05715330124
21	0.05700425713
22	0.05689106147
23	0.05680318899
24	0.05672963732
25	0.05667640067
26	0.0566346004
27	0.056598546
28	0.05656697512
29	0.05653917086
30	0.05651801446
31	0.05649713406
32	0.05647117512
33	0.05645720572
34	0.05644195591
35	0.05642897952
36	0.05641348679
37	0.05640355333
38	0.05639218685
39	0.05638030607
40	0.05637032634
41	0.05635969816
42	0.05635221955
43	0.05633959073
44	0.05633207421
45	0.05632232113
46	0.05631643705
47	0.05630699969
48	0.05630003867
49	0.05628750679
50	0.05628111
51	0.05627105132
52	0.05626854107
53	0.05626379176
54	0.05625794175
55	0.05625448671
56	0.05625380508
57	0.05624440011
58	0.05624003806
59	0.05623224372
60	0.05622775234
61	0.05622315238
62	0.05621892551
63	0.05621182392
64	0.05620772702
65	0.05620263033
66	0.05619688072
67	0.0561930758
68	0.05618352919
69	0.05617827804
70	0.05617559027
71	0.05617250138
72	0.05616797227
73	0.05616258402
74	0.05615825
75	0.05615472241
76	0.056145387
77	0.0561420827
78	0.05613702712
79	0.05613377268
80	0.05612926734
81	0.056125984
82	0.05612153473
83	0.05611889857
84	0.05611556527
85	0.05611255612
86	0.05610897124
87	0.05610413085
88	0.05610156538
89	0.05609816118
90	0.0560958075
91	0.05609086992
92	0.05608487498
93	0.05608088061
94	0.05607909086
95	0.05606931581
96	0.05606531792
97	0.05606244623
98	0.05605953015
99	0.05605484478
100	0.05604923365
101	0.05604562642
102	0.05604220874
103	0.0560386859
104	0.05603516509
105	0.05603226286
106	0.05603030205
107	0.05602829778
108	0.05602458387
109	0.05601794924
110	0.05601350301
111	0.05600977312
112	0.05600731776
113	0.05600318127
114	0.05599984927
115	0.05599763143
116	0.05599375463
117	0.05598987607
118	0.05598713028
119	0.05598345416
120	0.05598028683
121	0.0559776099
122	0.05597545711
123	0.05596754829
124	0.05596346984
125	0.05596169112
126	0.05595938897
127	0.05595551067
128	0.05595277495
129	0.05595003786
130	0.05594751898
131	0.05594434493
132	0.05594160594
133	0.05593772422
134	0.05593509458
135	0.05592916798
136	0.05592620437
137	0.05592343132
138	0.05592109553
139	0.05591812815
140	0.05591216274
141	0.05590979084
142	0.05590730814
143	0.05590378211
144	0.05590123833
145	0.0558997534
146	0.05589590088
147	0.05589346492
148	0.05589072039
149	0.05588718461
150	0.05588081831
151	0.05587769469
152	0.05587583325
153	0.05587363104
154	0.05587066271
155	0.05586810679
156	0.05586508194
157	0.05586224424
158	0.05585956399
159	0.05585779374
160	0.05585565396
161	0.05585222124
162	0.05585025878
163	0.05584773576
164	0.05584625203
165	0.05584386169
166	0.05584069163
167	0.05583795665
168	0.05583528986
169	0.05583239468
170	0.05583091508
171	0.05582917281
172	0.0558266598
173	0.05582418746
174	0.05582276896
175	0.05582012939
176	0.05581816672
177	0.05581619084
178	0.05581369866
179	0.05581207337
180	0.05580961803
181	0.05580780779
182	0.05580571192
183	0.05580373972
184	0.05580031382
185	0.05579815952
186	0.05579561471
187	0.05579309573
188	0.05579024301
189	0.0557883262
190	0.05578699329
191	0.05578381055
192	0.05578135583
193	0.05578013059
194	0.05577697495
195	0.05577458928
196	0.05577261478
197	0.05577097113
198	0.05576959703
199	0.05576650196
200	0.05576419242
201	0.05576187072
202	0.055760066
203	0.05575761315
204	0.05575430899
205	0.0557525569
206	0.0557497952
207	0.05574613922
208	0.05574430479
209	0.05574210666
210	0.05573935304
211	0.0557375728
212	0.05573052185
213	0.05572853981
214	0.0557269311
215	0.05572394116
216	0.05572219513
217	0.05572047554
218	0.05571913
219	0.05571692268
220	0.05571154314
221	0.05570923065
222	0.05570702882
223	0.0557059352
224	0.05570435381
225	0.05570218405
226	0.05570083793
227	0.05569722029
228	0.05569590182
229	0.05569370831
230	0.0556914141
231	0.0556891449
232	0.05568781142
233	0.05568531562
234	0.05568246394
235	0.05567917684
236	0.05567770335
237	0.05567443086
238	0.05567252136
239	0.0556710361
240	0.05566990163
241	0.05566764515
242	0.05566546625
243	0.05566399892
244	0.05566289024
245	0.05566119902
246	0.0556601467
247	0.05565846942
248	0.05565583515
249	0.05565354466
250	0.05565178524
251	0.05564988538
252	0.05564745908
253	0.05564601333
254	0.05564395986
255	0.05564267402
256	0.05564074548
257	0.05563852881
258	0.055637053
259	0.05563587984
260	0.05563348856
261	0.05563129371
262	0.0556293765
263	0.05562644418
264	0.055625306
265	0.05562391894
266	0.05562208201
267	0.05561870254
268	0.05561641109
269	0.05561422653
270	0.05561249879
271	0.0556108885
272	0.05560912211
273	0.05560767558
274	0.05560562767
